Tick PD1 PD2 PD3
0184 114 196 104
0185 112 196 100
0186 110 196 096
0187 108 196 091
0188 106 196 087
0189 105 196 083
0190 103 196 079
0191 102 196 074
0192 102 196 071
0193 101 196 067
0194 100 196 063
0195 100 196 060
0196 100 196 057
0197 099 196 054
0198 099 196 050
0199 099 196 048
0200 099 196 045
0201 099 196 042
0202 099 196 039
0203 099 196 037
0204 099 196 034
0205 099 196 032
0206 099 196 029
0207 099 196 027
0208 099 196 025
0209 099 196 023
0210 100 196 021
0211 100 196 019
0212 101 196 017
0213 102 196 015
0214 104 196 013
0215 106 196 012
0216 108 196 011
0217 111 196 010
0218 115 196 009
0219 118 196 008
0220 122 196 007
0221 127 196 006
0222 132 197 006
0223 137 197 005
0224 143 197 005
0225 149 197 004
0226 155 197 004
0227 161 197 004
0228 166 197 003
0229 171 197 003
0230 176 197 003
0231 181 197 003
0232 185 197 003
0233 189 197 002
0234 193 197 002
0235 196 197 002
0236 196 197 002
0237 196 197 002
0238 196 197 002
0239 196 197 002
0240 196 197 002
0241 196 197 001
0242 196 197 001
0243 196 197 001
0244 196 197 001
0245 196 197 001
0246 196 197 001
0247 196 197 001
0248 196 197 001
0249 196 197 001
0250 196 197 001
0251 196 197 001
0252 196 197 001
0253 196 197 001
0254 196 197 001
0255 196 197 001
0256 196 197 001
0257 196 197 001
0258 196 197 001
0259 196 197 001
0260 196 197 001
0261 196 197 001
0262 196 197 001
0263 196 197 001
0264 196 197 001
0265 196 197 001
0266 196 197 001
0267 196 197 001
0268 195 197 001
0269 191 197 001
0270 187 197 001
0271 183 197 001
0272 179 197 001
0273 174 197 001
0274 170 197 001
0275 166 197 001
0276 162 197 001
0277 157 197 001
0278 153 197 001
0279 149 197 001
0280 145 197 001
0281 142 196 001
0282 138 197 002
0283 135 197 002
0284 131 197 002
0285 128 197 002
0286 126 196 002
0287 123 196 002
0288 121 196 002
0289 119 196 002
0290 117 196 002
0291 115 196 003
0292 113 196 003
0293 112 196 003
0294 110 196 003
0295 108 196 003
0296 107 196 004
0297 106 196 004
0298 104 196 004
0299 103 196 004
0300 102 196 005
0301 102 196 005
0302 101 196 006
0303 100 196 007
0304 100 196 008
0305 100 196 009
0306 100 196 010
0307 099 196 011
0308 099 196 013
0309 099 196 015
0310 099 196 017
0311 099 196 019
0312 099 196 022
0313 099 196 024
0314 100 196 027
0315 100 196 030
0316 100 196 033
0317 101 196 037
0318 102 196 041
0319 103 196 045
0320 105 196 049
0321 107 196 053
0322 109 196 057
0323 111 196 062
0324 114 196 066
0325 117 196 071
0326 120 196 075
0327 123 196 080
0328 127 196 084
0329 130 197 089
0330 134 196 093
0331 139 197 097
0332 143 197 101
0333 147 197 106
0334 151 197 110
0335 155 197 114
0336 159 197 117
0337 164 197 121
0338 168 197 125
0339 171 197 129
0340 175 197 133
0341 179 197 136
0342 183 197 140
0343 186 197 144
0344 189 197 148
0345 193 197 152
0346 196 197 156
0347 196 197 159
0348 196 197 163
0349 196 197 166
0350 196 197 169
0351 196 197 172
0352 196 197 175
0353 196 197 178
0354 196 197 181
0355 196 197 184
0356 196 197 186
0357 196 197 189
0358 196 197 191
0359 196 197 193
0360 196 197 195
0361 196 197 197
0362 196 197 197
0363 196 197 196
0364 197 197 197
0365 196 197 197
0366 197 197 197
0367 197 197 197
0368 197 197 197
0369 197 197 197
0370 196 197 197
0371 196 197 197
0372 197 197 197
0373 197 197 197
0374 196 197 197
0375 197 197 197
0376 194 197 197
0377 190 197 197
0378 186 197 197
0379 181 197 197
0380 177 197 197
0381 173 197 197
0382 168 197 197
0383 164 197 197
0384 159 197 197
0385 155 197 197
0386 151 197 197
0387 148 197 197
0388 144 197 197
0389 140 197 197
0390 137 197 197
0391 134 197 197
0392 132 197 197
0393 129 197 197
0394 126 196 197
0395 124 196 197
0396 122 196 197
0397 120 196 196
0398 118 196 197
0399 116 196 197
0400 114 196 197
0401 113 196 197
0402 111 196 197
0403 109 196 197
0404 108 196 197
0405 107 196 197
0406 106 196 197
0407 105 196 197
0408 104 196 197
0409 104 196 197
0410 103 196 197
0411 103 196 197
0412 103 196 197
0413 103 196 197
0414 102 196 197
0415 102 196 197
0416 102 196 197
0417 102 196 197
0418 102 196 197
0419 102 196 197
0420 103 196 197
0421 103 196 197
0422 104 196 197
0423 104 196 197
0424 105 196 197
0425 107 196 197
0426 108 196 197
0427 110 196 197
0428 113 196 197
0429 115 196 197
0430 118 196 197
0431 122 196 197
0432 125 196 197
0433 129 197 197
0434 132 197 197
0435 136 197 197
0436 140 197 197
0437 144 197 197
0438 149 197 197
0439 153 197 197
0440 157 197 197
0441 161 196 196
0442 165 197 197
0443 168 197 197
0444 172 197 196
0445 175 197 197
0446 179 197 197
0447 182 197 197
0448 185 197 197
0449 188 197 197
0450 192 197 196
0451 195 197 197
0452 197 197 197
0453 197 197 197
0454 196 197 197
0455 197 197 197
0456 197 197 197
0457 196 197 197
0458 197 197 197
0459 197 197 197
0460 197 197 197
0461 197 197 197
0462 197 197 197
0463 196 197 196
0464 196 197 194
0465 196 197 191
0466 196 197 188
0467 196 197 184
0468 197 197 181
0469 197 197 178
0470 197 197 174
0471 197 197 170
0472 196 197 166
0473 197 197 162
0474 197 197 157
0475 196 197 152
0476 197 197 147
0477 196 197 142
0478 196 197 137
0479 196 197 132
0480 196 197 126
0481 195 197 121
0482 191 197 116
0483 187 197 111
0484 182 197 106
0485 178 197 101
0486 173 197 096
0487 168 197 091
0488 163 197 086
0489 159 197 082
0490 154 197 077
0491 149 197 073
0492 145 197 069
0493 140 197 065
0494 136 197 061
0495 133 197 057
0496 129 197 054
0497 126 196 051
0498 123 196 047
0499 121 196 045
0500 118 196 042
0501 116 196 039
0502 114 196 036
0503 113 196 034
0504 111 196 031
0505 110 196 029
0506 109 196 027
0507 108 196 025
0508 107 196 023
0509 106 196 021
0510 106 196 019
0511 106 196 017
0512 105 196 016
0513 105 196 014
0514 105 196 013
0515 105 196 012
0516 105 196 011
0517 105 196 010
0518 105 196 009
0519 105 196 008
0520 105 196 008
0521 106 196 007
0522 106 196 006
0523 106 196 006
0524 107 196 005
0525 107 196 005
0526 108 196 005
0527 110 196 004
0528 112 196 004
0529 114 196 004
0530 116 196 003
0531 120 196 003
0532 123 196 003
0533 127 196 003
0534 131 197 003
0535 136 197 002
0536 140 196 002
0537 145 195 002
0538 150 194 002
0539 155 192 002
0540 160 191 002
0541 165 189 002
0542 170 186 001
0543 175 184 001
0544 179 182 001
0545 183 179 001
0546 187 176 001
0547 191 173 001
0548 194 170 001
0549 196 166 001
0550 196 163 001
0551 196 159 001
0552 196 155 001
0553 196 150 001
0554 196 146 001
0555 196 141 001
0556 196 136 001
0557 196 130 001
0558 196 125 000
0559 196 119 000
0560 196 113 000
0561 196 108 000
0562 196 102 000
0563 196 096 000
0564 196 090 000
0565 196 084 000
0566 196 079 000
0567 196 073 000
0568 196 067 000
0569 196 062 000
0570 196 056 000
0571 196 051 000
0572 196 047 001
0573 196 042 001
0574 196 038 001
0575 196 034 001
0576 196 030 001
0577 196 027 001
0578 196 024 001
0579 196 021 001
0580 196 018 001
0581 194 015 001
0582 190 013 002
0583 186 011 002
0584 182 009 002
0585 178 008 002
0586 173 006 002
0587 169 005 003
0588 165 004 003
0589 160 003 003
0590 156 002 004
0591 151 002 004
0592 147 001 005
0593 144 001 005
0594 140 001 006
0595 137 000 007
0596 133 000 008
0597 131 000 009
0598 128 000 010
0599 126 000 011
0600 123 000 013
0601 122 000 014
0602 120 000 016
0603 118 000 018
0604 117 000 020
0605 115 000 022
0606 115 000 024
0607 114 000 027
0608 113 000 030
0609 113 000 033
0610 112 000 036
0611 112 000 039
0612 112 000 042
0613 111 000 046
0614 111 000 050
0615 111 000 055
0616 111 000 059
0617 111 000 064
0618 111 000 068
0619 111 000 073
0620 111 000 078
0621 111 000 083
0622 112 000 089
0623 112 000 094
0624 112 000 099
0625 113 000 104
0626 114 000 109
0627 116 000 114
0628 118 000 119
0629 120 000 124
0630 122 000 129
0631 125 000 133
0632 128 000 138
0633 131 000 142
0634 134 000 147
0635 138 000 151
0636 141 000 155
0637 145 000 159
0638 148 000 163
0639 152 000 167
0640 155 000 170
0641 158 000 173
0642 161 000 176
0643 163 000 180
0644 166 000 182
0645 168 000 185
0646 169 000 188
0647 170 000 191
0648 170 000 193
0649 170 000 195
0650 170 000 196
0651 169 000 196
0652 167 000 196
0653 165 000 196
0654 163 000 196
0655 160 000 196
0656 157 000 196
0657 154 000 196
0658 150 000 196
0659 147 000 196
0660 144 000 196
0661 140 000 196
0662 137 000 196
0663 133 000 196
0664 130 000 196
0665 127 000 196
0666 123 000 196
0667 120 000 196
0668 117 000 196
0669 114 000 196
0670 111 000 196
0671 108 000 196
0672 104 000 196
0673 101 000 196
0674 098 000 196
0675 095 000 196
0676 091 000 196
0677 087 000 196
0678 084 000 196
0679 080 000 196
0680 076 000 196
0681 072 000 196
0682 068 000 196
0683 063 000 196
0684 059 000 196
0685 055 000 196
0686 051 000 196
0687 047 000 196
0688 043 000 196
0689 039 000 196
0690 036 000 196
0691 032 000 196
0692 029 000 196
0693 026 000 196
0694 023 000 196
0695 020 000 196
0696 018 000 196
0697 016 000 196
0698 013 000 196
0699 011 000 196
0700 009 000 196
0701 008 000 196
0702 006 000 196
0703 005 000 196
0704 004 000 196
0705 003 000 196
0706 003 000 196
0707 002 000 196
0708 002 000 196
0709 002 000 196
0710 001 000 196
0711 001 000 196
0712 001 000 196
0713 001 000 196
0714 001 000 196
0715 001 000 196
0716 001 000 196
0717 001 000 196
0718 001 000 196
0719 002 000 196
0720 003 000 196
0721 004 000 196
0722 005 000 196
0723 007 000 196
0724 010 000 196
0725 012 000 196
0726 015 000 196
0727 019 000 196
0728 023 000 196
0729 027 000 196
0730 031 000 196
0731 036 000 196
0732 040 000 196
0733 045 000 196
0734 049 000 196
0735 054 000 196
0736 058 000 196
0737 062 000 196
0738 066 000 196
0739 069 000 196
0740 073 000 196
0741 076 000 196
0742 079 000 196
0743 082 000 196
0744 085 000 196
0745 087 000 195
0746 090 000 193
0747 092 000 191
0748 094 000 189
0749 096 000 187
0750 097 000 185
0751 099 000 183
0752 100 000 180
0753 102 000 178
0754 103 000 175
0755 104 000 172
0756 105 000 169
0757 106 000 166
0758 107 000 162
0759 107 000 159
0760 108 000 155
0761 109 000 150
0762 109 000 146
0763 109 000 141
0764 109 000 136
0765 109 000 131
0766 108 000 126
0767 107 000 121
0768 106 000 115
0769 105 000 109
0770 104 000 104
0771 102 000 098
0772 100 000 092
0773 098 000 086
0774 095 000 081
0775 092 000 075
0776 088 000 069
0777 084 000 064
0778 080 000 059
0779 075 000 054
0780 070 000 050
0781 064 000 045
0782 059 000 041
0783 053 000 037
0784 047 000 033
0785 041 000 029
0786 035 000 026
0787 030 000 023
0788 024 000 020
0789 020 000 017
0790 016 000 015
0791 013 000 013
0792 010 000 011
0793 008 000 009
0794 007 000 008
0795 007 000 007
0796 007 000 006
0797 008 000 005
0798 009 000 005
0799 010 000 004
0800 012 000 003
0801 014 000 003
0802 016 000 003
0803 019 000 002
0804 022 000 002
0805 025 000 002
0806 029 000 002
0807 032 000 001
0808 036 000 001
0809 040 000 001
0810 044 000 001
0811 048 000 001
0812 052 000 001
0813 057 000 000
0814 061 000 000
0815 065 000 000
0816 070 000 000
0817 075 000 000
0818 080 000 000
0819 085 000 000
0820 091 000 000
0821 096 000 000
0822 102 000 000
0823 107 000 000
0824 113 000 000
0825 118 000 000
0826 124 000 000
0827 130 000 000
0828 136 000 000
0829 142 000 000
0830 149 001 000
0831 156 001 000
0832 162 001 000
0833 169 002 000
0834 175 002 000
0835 181 002 000
0836 186 003 000
0837 192 003 000
0838 196 004 000
0839 196 005 000
0840 196 006 000
0841 196 006 000
0842 196 008 000
0843 196 009 000
0844 196 011 000
0845 196 013 000
0846 196 016 000
0847 196 019 000
0848 196 022 000
0849 196 026 000
0850 196 029 000
0851 196 033 000
0852 196 037 000
0853 196 041 000
0854 196 045 000
0855 196 050 000
0856 196 054 000
0857 196 059 000
0858 196 063 000
0859 196 068 000
0860 196 072 000
0861 196 077 000
0862 196 081 000
0863 196 085 000
0864 196 089 000
0865 196 093 000
0866 196 097 000
0867 196 101 000
0868 196 105 000
0869 196 108 000
0870 196 111 000
0871 196 115 000
0872 194 118 000
0873 191 121 000
0874 189 125 000
0875 186 128 000
0876 183 132 000
0877 181 136 000
0878 177 139 000
0879 174 143 000
0880 171 147 000
0881 167 151 000
0882 163 155 000
0883 159 160 000
0884 155 163 000
0885 150 167 000
0886 146 171 000
0887 142 175 000
0888 139 178 000
0889 135 182 000
0890 132 185 000
0891 129 187 000
0892 127 190 000
0893 124 192 000
0894 122 194 000
0895 121 196 000
0896 120 196 000
0897 119 196 000
0898 118 196 000
0899 117 196 000
0900 117 196 000
0901 116 196 000
0902 116 196 000
0903 116 196 000
0904 116 196 000
0905 116 196 000
0906 115 196 000
0907 115 196 000
0908 115 196 000
0909 116 196 000
0910 116 196 000
0911 116 196 000
0912 117 196 000
0913 118 196 000
0914 120 196 000
0915 122 196 000
0916 125 196 000
0917 127 196 000
0918 131 197 000
0919 135 197 000
0920 139 197 000
0921 144 197 000
0922 148 197 000
0923 153 197 000
0924 158 197 000
0925 163 197 000
0926 168 197 000
0927 173 197 000
0928 178 197 000
0929 183 197 000
0930 188 197 000
0931 192 197 000
0932 195 197 000
0933 196 197 000
0934 196 197 000
0935 196 197 000
0936 196 197 000
0937 196 197 000
0938 196 197 000
0939 196 197 000
0940 196 197 000
0941 196 197 000
0942 196 197 000
0943 196 197 000
0944 196 197 000
0945 196 197 000
0946 196 197 000
0947 196 197 000
0948 196 197 000
0949 196 197 000
0950 196 197 000
0951 196 197 000
0952 196 197 000
0953 196 197 000
0954 196 197 000
0955 196 197 000
0956 196 197 000
0957 196 197 000
0958 196 197 000
0959 196 197 000
0960 196 197 000
0961 196 197 000
0962 195 197 000
0963 192 197 000
0964 188 197 000
0965 183 197 000
0966 179 197 000
0967 174 197 000
0968 170 197 000
0969 166 197 000
0970 161 197 000
0971 157 197 000
0972 153 197 000
0973 149 197 000
0974 146 197 000
0975 142 197 000
0976 139 197 000
0977 136 197 000
0978 133 197 000
0979 131 197 000
0980 129 197 000
0981 126 196 000
0982 125 196 000
0983 123 196 000
0984 121 196 000
0985 120 196 000
0986 118 196 000
0987 117 196 000
0988 116 196 000
0989 115 196 000
0990 115 196 000
0991 114 196 000
0992 114 196 000
0993 113 196 000
0994 113 196 000
0995 113 196 000
0996 112 196 000
0997 112 196 000
0998 112 196 000
0999 112 196 000
1000 112 196 000
1001 112 196 000
1002 112 194 000
1003 112 192 000
1004 112 190 000
1005 113 188 000
1006 113 186 000
1007 113 182 000
1008 114 179 000
1009 116 175 000
1010 118 170 001
1011 120 166 001
1012 123 160 002
1013 126 155 003
1014 130 150 003
1015 134 145 005
1016 138 139 006
1017 143 133 008
1018 148 126 009
1019 154 119 011
1020 159 112 013
1021 166 105 016
1022 171 098 019
1023 177 090 022
1024 183 083 025
1025 188 076 029
1026 194 069 033
1027 196 062 037
1028 196 056 041
1029 196 050 046
1030 196 044 051
1031 196 039 056
1032 196 034 061
1033 196 030 067
1034 196 026 072
1035 196 022 078
1036 196 019 084
1037 196 016 089
1038 196 013 095
1039 196 011 100
1040 196 009 106
1041 196 007 111
1042 196 006 116
1043 196 005 122
1044 196 004 127
1045 196 003 131
1046 196 003 136
1047 196 002 140
1048 196 002 144
1049 196 002 148
1050 196 001 152
1051 197 001 156
1052 196 001 159
1053 197 001 163
1054 196 000 166
1055 196 000 169
1056 194 000 172
1057 191 000 175
1058 187 000 177
1059 183 000 180
1060 179 000 182
1061 175 000 184
1062 170 000 186
1063 166 000 188
1064 162 000 190
1065 157 000 192
1066 153 000 194
1067 149 000 195
1068 145 000 196
1069 141 000 196
1070 137 000 196
1071 134 000 196
1072 131 000 196
1073 129 000 196
1074 126 000 196
1075 124 000 196
1076 123 000 196
1077 121 000 196
1078 120 000 195
1079 119 000 196
1080 119 000 196
1081 118 000 196
1082 118 000 196
1083 117 000 196
1084 117 000 196
1085 117 000 196
1086 117 000 196
1087 117 000 196
1088 117 000 196
1089 117 000 196
1090 117 000 196
1091 117 000 196
1092 117 000 196
1093 117 000 196
1094 118 000 196
1095 118 000 196
1096 118 000 196
1097 119 000 196
1098 120 000 196
1099 121 000 196
1100 123 000 196
1101 124 000 196
1102 126 000 196
1103 128 000 196
1104 131 000 196
1105 133 000 196
1106 136 000 196
1107 140 000 196
1108 143 000 196
1109 147 000 196
1110 150 000 196
1111 154 000 196
1112 158 000 196
1113 162 000 196
1114 165 000 196
1115 169 000 196
1116 172 000 196
1117 175 000 196
1118 178 000 196
1119 180 000 196
1120 181 000 196
1121 183 000 196
1122 183 000 196
1123 183 000 196
1124 183 000 196
1125 182 000 196
1126 181 000 196
1127 179 000 196
1128 177 000 196
1129 174 000 196
1130 171 000 196
1131 168 000 196
1132 165 000 196
1133 161 000 196
1134 157 000 196
1135 153 000 196
1136 149 000 196
1137 145 000 196
1138 141 000 196
1139 137 000 196
1140 133 000 196
1141 128 000 196
1142 124 000 196
1143 120 000 196
1144 115 000 196
1145 111 000 196
1146 106 000 196
1147 101 000 196
1148 096 000 196
1149 091 000 196
1150 085 000 196
1151 080 000 196
1152 074 000 196
1153 069 000 196
1154 063 000 196
1155 058 000 196
1156 052 000 196
1157 047 000 196
1158 042 000 196
1159 037 000 196
1160 033 000 196
1161 028 000 196
1162 025 000 196
1163 021 000 196
1164 018 000 196
1165 015 000 196
1166 013 000 196
1167 011 000 196
1168 009 000 196
1169 007 000 196
1170 005 000 196
1171 004 000 196
1172 003 000 196
1173 003 000 196
1174 002 000 196
1175 002 000 196
1176 001 000 196
1177 001 000 196
1178 001 000 196
1179 000 000 196
1180 000 000 196
1181 000 000 196
1182 000 000 196
1183 000 000 196
1184 000 000 196
1185 001 000 196
1186 001 000 196
1187 002 000 196
1188 003 000 196
1189 005 000 196
1190 007 000 196
1191 010 000 196
1192 014 000 196
1193 017 000 196
1194 021 000 196
1195 026 000 196
1196 031 000 196
1197 036 000 196
1198 041 000 196
1199 046 000 196
1200 051 000 196
1201 056 000 196
1202 061 000 196
1203 066 000 196
1204 071 000 196
1205 076 000 196
1206 080 000 196
1207 084 000 196
1208 089 000 196
1209 092 000 196
1210 095 000 196
1211 098 000 196
1212 101 000 196
1213 103 000 196
1214 105 000 196
1215 107 000 196
1216 108 000 196
1217 109 000 196
1218 111 000 196
1219 112 000 196
1220 113 000 196
1221 113 000 196
1222 114 000 196
1223 114 000 196
1224 114 000 196
1225 114 000 196
1226 113 000 196
1227 113 000 196
1228 112 000 196
1229 111 000 196
1230 110 000 196
1231 109 000 196
1232 107 000 196
1233 105 000 196
1234 103 000 196
1235 101 000 196
1236 097 000 196
1237 094 000 196
1238 090 000 196
1239 085 000 196
1240 080 000 196
1241 074 000 196
1242 069 000 196
1243 062 000 196
1244 056 000 196
1245 050 000 196
1246 044 000 196
1247 038 000 196
1248 033 000 196
1249 028 000 196
1250 024 000 196
1251 020 000 196
1252 017 000 196
1253 014 000 196
1254 012 000 196
1255 010 000 196
1256 008 000 196
1257 007 000 196
1258 006 000 196
1259 006 000 196
1260 006 000 196
1261 006 000 196
1262 006 000 196
1263 007 000 196
1264 008 000 196
1265 009 000 196
1266 010 000 196
1267 012 000 196
1268 014 000 196
1269 016 000 196
1270 019 000 196
1271 022 000 196
1272 026 000 196
1273 030 000 196
1274 034 000 196
1275 039 000 196
1276 044 000 196
1277 050 000 196
1278 057 001 195
1279 064 001 196
1280 072 001 196
1281 081 002 196
1282 089 002 196
1283 098 003 196
1284 107 003 196
1285 117 004 196
1286 126 005 196
1287 135 006 196
1288 144 007 196
1289 152 009 196
1290 161 011 196
1291 169 013 196
1292 177 015 196
1293 184 018 196
1294 190 021 196
1295 196 025 196
1296 197 028 196
1297 197 032 196
1298 197 037 196
1299 197 041 196
1300 197 046 196
1301 197 052 196
1302 197 057 196
1303 196 063 196
1304 197 069 196
1305 196 075 196
1306 196 081 196
1307 197 088 196
1308 197 094 196
1309 197 100 196
1310 197 107 196
1311 197 113 196
1312 196 119 196
1313 197 125 196
1314 197 131 197
1315 197 136 196
1316 197 141 197
1317 196 146 196
1318 196 151 196
1319 196 156 196
1320 196 160 196
1321 196 164 196
1322 197 168 197
1323 196 172 196
1324 196 175 197
1325 197 179 197
1326 197 182 197
1327 196 185 197
1328 197 187 197
1329 193 190 197
1330 189 192 196
1331 185 194 197
1332 180 196 197
1333 176 197 197
1334 172 197 197
1335 167 197 197
1336 163 197 197
1337 159 197 197
1338 155 197 197
1339 151 196 197
1340 147 197 197
1341 143 197 197
1342 140 197 197
1343 137 197 197
1344 134 197 197
1345 131 197 197
1346 129 197 197
1347 126 196 197
1348 125 196 197
1349 123 196 197
1350 122 196 197
1351 121 196 197
1352 121 196 197
1353 120 196 197
1354 120 196 197
1355 120 196 197
1356 120 196 197
1357 119 196 197
1358 120 196 197
1359 120 196 197
1360 120 196 197
1361 120 196 197
1362 121 196 197
1363 123 196 197
1364 125 196 197
1365 127 196 197
1366 130 197 197
1367 134 197 197
1368 138 197 197
1369 142 197 197
1370 147 197 197
1371 152 197 197
1372 157 197 197
1373 162 197 197
1374 168 197 197
1375 173 197 197
1376 178 197 197
1377 183 197 197
1378 188 197 197
1379 193 197 197
1380 196 197 197
1381 196 197 197
1382 196 197 197
1383 197 197 197
1384 197 197 197
1385 197 197 197
1386 197 197 197
1387 197 197 197
1388 197 197 197
1389 197 197 197
1390 196 197 196
1391 197 197 197
1392 197 197 197
1393 197 197 197
1394 196 197 197
1395 196 197 197
1396 196 197 197
1397 196 197 197
1398 197 197 197
1399 197 197 197
1400 197 197 197
1401 197 197 197
1402 196 197 197
1403 197 197 197
1404 197 197 197
1405 197 197 197
1406 197 197 197
1407 197 197 197
1408 197 197 197
1409 197 197 197
1410 194 197 196
1411 187 197 195
1412 180 197 193
1413 172 197 190
1414 164 197 187
1415 156 197 184
1416 148 197 181
1417 140 197 178
1418 131 197 175
1419 123 196 171
1420 116 196 168
1421 108 196 164
1422 101 196 161
1423 094 196 157
1424 088 196 154
1425 081 196 151
1426 076 196 147
1427 070 196 144
1428 064 196 140
1429 059 196 136
1430 054 196 132
1431 049 195 128
1432 045 193 124
1433 040 191 120
1434 036 189 116
1435 032 187 112
1436 028 184 107
1437 024 181 102
1438 021 178 098
1439 018 174 092
1440 015 170 087
1441 013 165 081
1442 010 160 075
1443 008 153 069
1444 006 146 063
1445 005 138 057
1446 004 130 051
1447 004 121 045
1448 003 111 040
1449 003 102 035
1450 003 092 030
1451 004 082 026
1452 006 072 022
1453 009 062 018
1454 013 053 015
1455 018 045 012
1456 023 038 009
1457 030 031 007
1458 037 025 005
1459 044 020 004
1460 052 016 003
1461 060 012 002
1462 069 009 001
1463 076 007 001
1464 084 005 000
1465 090 004 000
1466 096 003 000
1467 100 002 000
1468 104 002 000
1469 108 001 000
1470 110 001 000
1471 112 000 000
1472 114 000 000
1473 116 000 000
1474 117 000 000
1475 117 000 000
1476 118 000 000
1477 118 000 000
1478 118 000 000
1479 117 000 000
1480 117 000 000
1481 116 000 000
1482 116 000 000
1483 114 000 000
1484 113 000 000
1485 112 000 000
1486 111 000 000
1487 109 000 000
1488 108 000 000
1489 106 000 000
1490 103 000 000
1491 101 000 000
1492 099 000 000
1493 097 000 000
1494 094 000 000
1495 091 000 000
1496 087 000 000
1497 084 000 000
1498 080 000 000
1499 075 000 000
1500 070 000 000
1501 065 000 000
1502 059 000 000
1503 054 000 000
1504 048 000 000
1505 042 000 000
1506 037 000 000
1507 031 000 000
1508 026 000 000
1509 021 000 000
1510 017 000 000
1511 013 000 000
1512 010 000 000
1513 008 000 000
1514 006 000 000
1515 004 000 000
1516 003 000 000
1517 002 000 000
1518 002 000 000
1519 001 000 000
1520 001 000 000
1521 000 000 000
1522 000 000 000
1523 000 000 000
1524 000 000 000
1525 000 000 000
1526 000 000 000
1527 000 000 000
1528 000 000 000
1529 001 000 000
1530 001 000 000
1531 001 000 000
1532 002 000 000
1533 002 000 000
1534 003 000 000
1535 005 000 000
1536 007 000 000
1537 009 000 000
1538 011 000 000
1539 015 000 000
1540 018 000 000
1541 022 000 000
1542 027 000 000
1543 032 000 000
1544 038 000 000
1545 045 000 000
1546 053 000 000
1547 062 000 000
1548 072 000 000
1549 082 000 000
1550 093 001 000
1551 103 001 000
1552 114 002 000
1553 125 003 000
1554 135 004 000
1555 145 005 000
1556 155 007 000
1557 164 009 000
1558 173 012 000
1559 180 016 000
1560 187 020 000
1561 192 024 000
1562 196 029 000
1563 196 034 000
1564 196 039 000
1565 196 045 000
1566 196 050 000
1567 196 056 000
1568 196 062 000
1569 196 068 000
1570 196 075 000
1571 196 080 000
1572 196 086 000
1573 196 092 000
1574 196 097 000
1575 196 102 000
1576 196 107 000
1577 196 112 000
1578 192 117 000
1579 189 122 000
1580 186 126 000
1581 183 131 000
1582 180 136 000
1583 176 140 000
1584 172 145 000
1585 169 149 000
1586 165 154 000
1587 160 159 000
1588 156 164 000
1589 151 168 000
1590 146 173 000
1591 141 177 000
1592 136 181 000
1593 132 185 000
1594 129 188 000
1595 125 191 000
1596 122 194 000
1597 120 196 000
1598 118 196 000
1599 117 196 000
1600 116 196 000
1601 115 196 000
